strikePrice,expiryDate,PE,CE
12000,31-Dec-2026,"{'strikePrice': 12000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE12000.00', 'openInterest': 13.666666666666666, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4425, 'totalSellQuantity': 75, 'bidQty': 675, 'bidprice': 20.1, 'askQty': 75, 'askPrice': 30, 'underlyingValue': 25095.65}",
13000,24-Dec-2025,"{'strikePrice': 13000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE13000.00', 'openInterest': 92.66666666666667, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 32475, 'totalSellQuantity': 1050, 'bidQty': 75, 'bidprice': 3.65, 'askQty': 525, 'askPrice': 6.6, 'underlyingValue': 25095.65}",
13000,31-Dec-2026,"{'strikePrice': 13000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE13000.00', 'openInterest': 27, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3675, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 20.05, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
14000,25-Jun-2026,"{'strikePrice': 14000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE14000.00', 'openInterest': 16.333333333333332, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3750, 'totalSellQuantity': 0, 'bidQty': 150, 'bidprice': 20, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
14000,31-Dec-2026,"{'strikePrice': 14000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE14000.00', 'openInterest': 28.666666666666668, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 375, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 21.5, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
15000,24-Dec-2025,"{'strikePrice': 15000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE15000.00', 'openInterest': 78.66666666666667, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 20550, 'totalSellQuantity': 225, 'bidQty': 1800, 'bidprice': 6.2, 'askQty': 225, 'askPrice': 11.5, 'underlyingValue': 25095.65}",
15000,25-Jun-2026,"{'strikePrice': 15000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE15000.00', 'openInterest': 13.333333333333334, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3750, 'totalSellQuantity': 0, 'bidQty': 150, 'bidprice': 20.05, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
15000,31-Dec-2026,"{'strikePrice': 15000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE15000.00', 'openInterest': 18.666666666666668, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4200, 'totalSellQuantity': 0, 'bidQty': 600, 'bidprice': 21.3, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
16000,24-Dec-2025,"{'strikePrice': 16000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE16000.00', 'openInterest': 78.33333333333333, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 28125, 'totalSellQuantity': 600, 'bidQty': 150, 'bidprice': 10.3, 'askQty': 600, 'askPrice': 14, 'underlyingValue': 25095.65}",
16000,25-Jun-2026,"{'strikePrice': 16000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE16000.00', 'openInterest': 30.333333333333332, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4200, 'totalSellQuantity': 0, 'bidQty': 600, 'bidprice': 20.6, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
16000,31-Dec-2026,"{'strikePrice': 16000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE16000.00', 'openInterest': 32.333333333333336, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4200, 'totalSellQuantity': 0, 'bidQty': 600, 'bidprice': 24.25, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}","{'strikePrice': 16000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026CE16000.00', 'openInterest': 0.6666666666666666, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 0, 'totalSellQuantity': 0, 'bidQty': 0, 'bidprice': 0, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}"
16500,24-Dec-2025,"{'strikePrice': 16500, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE16500.00', 'openInterest': 41, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2850, 'totalSellQuantity': 0, 'bidQty': 150, 'bidprice': 10.6, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
17000,25-Sep-2025,"{'strikePrice': 17000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025PE17000.00', 'openInterest': 584, 'changeinOpenInterest': 5, 'pchangeinOpenInterest': 0.8635578583765112, 'totalTradedVolume': 30, 'impliedVolatility': 36.88, 'lastPrice': 4.7, 'change': 0.10000000000000053, 'pChange': 2.1739130434782727, 'totalBuyQuantity': 89850, 'totalSellQuantity': 18225, 'bidQty': 900, 'bidprice': 4.7, 'askQty': 675, 'askPrice': 4.85, 'underlyingValue': 25095.65}","{'strikePrice': 17000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025CE17000.00', 'openInterest': 2261, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 4, 'impliedVolatility': 0, 'lastPrice': 8238.2, 'change': 86.35000000000036, 'pChange': 1.059268754945201, 'totalBuyQuantity': 2850, 'totalSellQuantity': 3975, 'bidQty': 75, 'bidprice': 8234.15, 'askQty': 75, 'askPrice': 8273.85, 'underlyingValue': 25095.65}"
17000,24-Dec-2025,"{'strikePrice': 17000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE17000.00', 'openInterest': 560.6666666666666, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 29775, 'totalSellQuantity': 450, 'bidQty': 150, 'bidprice': 14.9, 'askQty': 150, 'askPrice': 17.95, 'underlyingValue': 25095.65}",
18000,25-Sep-2025,"{'strikePrice': 18000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025PE18000.00', 'openInterest': 325, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 16, 'impliedVolatility': 32.73, 'lastPrice': 5.55, 'change': -0.25, 'pChange': -4.310344827586207, 'totalBuyQuantity': 69900, 'totalSellQuantity': 2775, 'bidQty': 975, 'bidprice': 5.6, 'askQty': 150, 'askPrice': 6.7, 'underlyingValue': 25095.65}","{'strikePrice': 18000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025CE18000.00', 'openInterest': 255, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2250, 'totalSellQuantity': 3525, 'bidQty': 75, 'bidprice': 7199, 'askQty': 75, 'askPrice': 7449.4, 'underlyingValue': 25095.65}"
18000,24-Dec-2025,"{'strikePrice': 18000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE18000.00', 'openInterest': 1437, 'changeinOpenInterest': -19, 'pchangeinOpenInterest': -1.304945054945055, 'totalTradedVolume': 75, 'impliedVolatility': 26.66, 'lastPrice': 20.25, 'change': -0.05000000000000071, 'pChange': -0.2463054187192153, 'totalBuyQuantity': 37350, 'totalSellQuantity': 1200, 'bidQty': 2400, 'bidprice': 19.15, 'askQty': 900, 'askPrice': 20.8, 'underlyingValue': 25095.65}","{'strikePrice': 18000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE18000.00', 'openInterest': 276, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 0, 'totalSellQuantity': 75, 'bidQty': 0, 'bidprice': 0, 'askQty': 75, 'askPrice': 7590, 'underlyingValue': 25095.65}"
18000,31-Dec-2026,"{'strikePrice': 18000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE18000.00', 'openInterest': 79.33333333333333, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3900, 'totalSellQuantity': 300, 'bidQty': 300, 'bidprice': 46.7, 'askQty': 75, 'askPrice': 129, 'underlyingValue': 25095.65}",
18000,28-Dec-2028,"{'strikePrice': 18000, 'expiryDate': '28-Dec-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-12-2028PE18000.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6375, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 124.7, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
19000,25-Sep-2025,"{'strikePrice': 19000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025PE19000.00', 'openInterest': 2154, 'changeinOpenInterest': 28, 'pchangeinOpenInterest': 1.317027281279398, 'totalTradedVolume': 152, 'impliedVolatility': 29.36, 'lastPrice': 7.95, 'change': 0.4500000000000002, 'pChange': 6.000000000000003, 'totalBuyQuantity': 57825, 'totalSellQuantity': 4500, 'bidQty': 75, 'bidprice': 7.55, 'askQty': 75, 'askPrice': 7.95, 'underlyingValue': 25095.65}","{'strikePrice': 19000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025CE19000.00', 'openInterest': 50, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3825, 'totalSellQuantity': 3825, 'bidQty': 75, 'bidprice': 6013.05, 'askQty': 75, 'askPrice': 6471, 'underlyingValue': 25095.65}"
19000,24-Dec-2025,"{'strikePrice': 19000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE19000.00', 'openInterest': 2071.6666666666665, 'changeinOpenInterest': -6, 'pchangeinOpenInterest': -0.2887854965506177, 'totalTradedVolume': 143, 'impliedVolatility': 23.98, 'lastPrice': 24.95, 'change': 0.3000000000000007, 'pChange': 1.2170385395537555, 'totalBuyQuantity': 9825, 'totalSellQuantity': 750, 'bidQty': 150, 'bidprice': 24.05, 'askQty': 150, 'askPrice': 24.95, 'underlyingValue': 25095.65}","{'strikePrice': 19000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE19000.00', 'openInterest': 98.66666666666667, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 0, 'totalSellQuantity': 75, 'bidQty': 0, 'bidprice': 0, 'askQty': 75, 'askPrice': 6590, 'underlyingValue': 25095.65}"
19000,25-Jun-2026,"{'strikePrice': 19000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE19000.00', 'openInterest': 3.3333333333333335, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3975, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 43.85, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
19000,31-Dec-2026,"{'strikePrice': 19000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE19000.00', 'openInterest': 23, 'changeinOpenInterest': -1, 'pchangeinOpenInterest': -4.166666666666667, 'totalTradedVolume': 7, 'impliedVolatility': 23.1, 'lastPrice': 156, 'change': 30.950000000000003, 'pChange': 24.750099960015998, 'totalBuyQuantity': 4275, 'totalSellQuantity': 2100, 'bidQty': 150, 'bidprice': 140, 'askQty': 75, 'askPrice': 154.95, 'underlyingValue': 25095.65}",
19000,24-Jun-2027,"{'strikePrice': 19000, 'expiryDate': '24-Jun-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-06-2027PE19000.00', 'openInterest': 8, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3825, 'totalSellQuantity': 0, 'bidQty': 225, 'bidprice': 113.85, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
19000,30-Dec-2027,"{'strikePrice': 19000, 'expiryDate': '30-Dec-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY30-12-2027PE19000.00', 'openInterest': 7, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3750, 'totalSellQuantity': 0, 'bidQty': 150, 'bidprice': 149.45, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
20000,25-Sep-2025,"{'strikePrice': 20000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025PE20000.00', 'openInterest': 6635, 'changeinOpenInterest': -5, 'pchangeinOpenInterest': -0.07530120481927711, 'totalTradedVolume': 792, 'impliedVolatility': 25.6, 'lastPrice': 10.2, 'change': -0.3500000000000014, 'pChange': -3.31753554502371, 'totalBuyQuantity': 57600, 'totalSellQuantity': 22575, 'bidQty': 75, 'bidprice': 10.05, 'askQty': 1275, 'askPrice': 10.2, 'underlyingValue': 25095.65}","{'strikePrice': 20000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025CE20000.00', 'openInterest': 1436, 'changeinOpenInterest': -10, 'pchangeinOpenInterest': -0.6915629322268326, 'totalTradedVolume': 15, 'impliedVolatility': 0, 'lastPrice': 5282.95, 'change': 74.59999999999945, 'pChange': 1.4323154165906564, 'totalBuyQuantity': 3900, 'totalSellQuantity': 3825, 'bidQty': 75, 'bidprice': 5297.3, 'askQty': 75, 'askPrice': 5329.55, 'underlyingValue': 25095.65}"
20000,24-Dec-2025,"{'strikePrice': 20000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE20000.00', 'openInterest': 9930, 'changeinOpenInterest': 184, 'pchangeinOpenInterest': 1.8879540324235584, 'totalTradedVolume': 504, 'impliedVolatility': 21.24, 'lastPrice': 30.05, 'change': -1.3999999999999986, 'pChange': -4.45151033386327, 'totalBuyQuantity': 33525, 'totalSellQuantity': 5100, 'bidQty': 300, 'bidprice': 30.1, 'askQty': 1800, 'askPrice': 31.45, 'underlyingValue': 25095.65}","{'strikePrice': 20000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE20000.00', 'openInterest': 2589.6666666666665, 'changeinOpenInterest': 6, 'pchangeinOpenInterest': 0.2322280996000516, 'totalTradedVolume': 15, 'impliedVolatility': 0, 'lastPrice': 5597.55, 'change': 97.55000000000018, 'pChange': 1.7736363636363668, 'totalBuyQuantity': 525, 'totalSellQuantity': 450, 'bidQty': 75, 'bidprice': 5575.65, 'askQty': 75, 'askPrice': 5606, 'underlyingValue': 25095.65}"
20000,26-Mar-2026,"{'strikePrice': 20000, 'expiryDate': '26-Mar-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY26-03-2026PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5475, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 50.85, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
20000,25-Jun-2026,"{'strikePrice': 20000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4125, 'totalSellQuantity': 0, 'bidQty': 525, 'bidprice': 79.55, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
20000,31-Dec-2026,"{'strikePrice': 20000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE20000.00', 'openInterest': 164.33333333333334, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 4125, 'totalSellQuantity': 150, 'bidQty': 225, 'bidprice': 152.25, 'askQty': 75, 'askPrice': 190, 'underlyingValue': 25095.65}",
20000,30-Dec-2027,"{'strikePrice': 20000, 'expiryDate': '30-Dec-2027', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY30-12-2027PE20000.00', 'openInterest': 52.666666666666664, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3900, 'totalSellQuantity': 0, 'bidQty': 300, 'bidprice': 250.05, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
20000,28-Dec-2028,"{'strikePrice': 20000, 'expiryDate': '28-Dec-2028', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-12-2028PE20000.00', 'openInterest': 14.666666666666666, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5925, 'totalSellQuantity': 525, 'bidQty': 375, 'bidprice': 297.1, 'askQty': 75, 'askPrice': 529.9, 'underlyingValue': 25095.65}",
20000,28-Jun-2029,"{'strikePrice': 20000, 'expiryDate': '28-Jun-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY28-06-2029PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 5475, 'totalSellQuantity': 0, 'bidQty': 75, 'bidprice': 5.1, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
20000,27-Dec-2029,"{'strikePrice': 20000, 'expiryDate': '27-Dec-2029', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY27-12-2029PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6375, 'totalSellQuantity': 0, 'bidQty': 975, 'bidprice': 5.1, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
20000,25-Jun-2030,"{'strikePrice': 20000, 'expiryDate': '25-Jun-2030', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2030PE20000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6300, 'totalSellQuantity': 0, 'bidQty': 900, 'bidprice': 5.1, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 25095.65}",
21000,25-Sep-2025,"{'strikePrice': 21000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025PE21000.00', 'openInterest': 9712, 'changeinOpenInterest': -52, 'pchangeinOpenInterest': -0.5325686194182712, 'totalTradedVolume': 475, 'impliedVolatility': 21.86, 'lastPrice': 13.25, 'change': -1.5500000000000007, 'pChange': -10.472972972972977, 'totalBuyQuantity': 33525, 'totalSellQuantity': 8025, 'bidQty': 375, 'bidprice': 13.2, 'askQty': 1350, 'askPrice': 14, 'underlyingValue': 25095.65}","{'strikePrice': 21000, 'expiryDate': '25-Sep-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-09-2025CE21000.00', 'openInterest': 5684, 'changeinOpenInterest': 7, 'pchangeinOpenInterest': 0.12330456226880394, 'totalTradedVolume': 28, 'impliedVolatility': 0, 'lastPrice': 4322.85, 'change': 77.55000000000018, 'pChange': 1.8267260264292318, 'totalBuyQuantity': 4950, 'totalSellQuantity': 5550, 'bidQty': 375, 'bidprice': 4324.15, 'askQty': 75, 'askPrice': 4337.55, 'underlyingValue': 25095.65}"
21000,24-Dec-2025,"{'strikePrice': 21000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025PE21000.00', 'openInterest': 11058.333333333334, 'changeinOpenInterest': 30, 'pchangeinOpenInterest': 0.2720265981562642, 'totalTradedVolume': 552, 'impliedVolatility': 18.92, 'lastPrice': 41, 'change': -2.049999999999997, 'pChange': -4.761904761904756, 'totalBuyQuantity': 7275, 'totalSellQuantity': 7950, 'bidQty': 300, 'bidprice': 40.05, 'askQty': 300, 'askPrice': 41.9, 'underlyingValue': 25095.65}","{'strikePrice': 21000, 'expiryDate': '24-Dec-2025', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY24-12-2025CE21000.00', 'openInterest': 2356.3333333333335, 'changeinOpenInterest': 7, 'pchangeinOpenInterest': 0.29795686719636777, 'totalTradedVolume': 51, 'impliedVolatility': 0, 'lastPrice': 4630, 'change': 68.60000000000036, 'pChange': 1.5039242337878802, 'totalBuyQuantity': 4050, 'totalSellQuantity': 1425, 'bidQty': 1425, 'bidprice': 4630, 'askQty': 150, 'askPrice': 4649.95, 'underlyingValue': 25095.65}"
21000,26-Mar-2026,"{'strikePrice': 21000, 'expiryDate': '26-Mar-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY26-03-2026PE21000.00', 'openInterest': 56, 'changeinOpenInterest': 6, 'pchangeinOpenInterest': 12, 'totalTradedVolume': 19, 'impliedVolatility': 18.79, 'lastPrice': 81.8, 'change': -5.299999999999997, 'pChange': -6.084959816303097, 'totalBuyQuantity': 7425, 'totalSellQuantity': 3150, 'bidQty': 225, 'bidprice': 81.8, 'askQty': 75, 'askPrice': 89.6, 'underlyingValue': 25095.65}",
21000,25-Jun-2026,"{'strikePrice': 21000, 'expiryDate': '25-Jun-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY25-06-2026PE21000.00', 'openInterest': 4710, 'changeinOpenInterest': 3, 'pchangeinOpenInterest': 0.06373486297004462, 'totalTradedVolume': 27, 'impliedVolatility': 19.96, 'lastPrice': 151.05, 'change': -8.75, 'pChange': -5.475594493116395, 'totalBuyQuantity': 6525, 'totalSellQuantity': 750, 'bidQty': 75, 'bidprice': 150.1, 'askQty': 75, 'askPrice': 159.25, 'underlyingValue': 25095.65}",
21000,31-Dec-2026,"{'strikePrice': 21000, 'expiryDate': '31-Dec-2026', 'underlying': 'NIFTY', 'identifier': 'OPTIDXNIFTY31-12-2026PE21000.00', 'openInterest': 126, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 9, 'impliedVolatility': 20.23, 'lastPrice': 222.45, 'change': -4.550000000000011, 'pChange': -2.0044052863436175, 'totalBuyQuantity': 4875, 'totalSellQuantity': 750, 'bidQty': 75, 'bidprice': 218.05, 'askQty': 225, 'askPrice': 222.45, 'underlyingValue': 25095.65}",
