strikePrice,expiryDate,identifier_CE,identifier_PE,CE_OI,PE_OI,CE_TotVol,PE_TotVol,CE_LTP,PE_LTP
54600,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE54600.00,OPTIDXBANKNIFTY31-07-2025PE54600.00,41.0,3154.0,13,17366,1591.5,17.85
54600,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54600.00,OPTIDXBANKNIFTY28-08-2025PE54600.00,0.0,238.0,0,401,0.0,226.3
54700,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE54700.00,OPTIDXBANKNIFTY31-07-2025PE54700.00,14.0,3632.0,0,21760,0.0,20.9
54700,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE54700.00,OPTIDXBANKNIFTY25-09-2025PE54700.00,0.0,0.0,3,0,2642.9,0.0
54800,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE54800.00,OPTIDXBANKNIFTY31-07-2025PE54800.00,65.0,3852.0,8,41175,1400.65,25.4
54800,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54800.00,OPTIDXBANKNIFTY28-08-2025PE54800.00,48.0,0.0,5,2,1760.0,263.0
54800,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE54800.00,OPTIDXBANKNIFTY25-09-2025PE54800.00,0.0,0.0,3,0,2565.55,0.0
54900,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE54900.00,OPTIDXBANKNIFTY31-07-2025PE54900.00,8.0,2286.0,10,42645,1295.0,27.65
54900,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE54900.00,OPTIDXBANKNIFTY25-09-2025PE54900.00,0.0,0.0,3,0,2577.9,0.0
55000,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55000.00,OPTIDXBANKNIFTY31-07-2025PE55000.00,2938.0,30011.0,3355,199261,1210.0,32.45
55000,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55000.00,OPTIDXBANKNIFTY28-08-2025PE55000.00,2841.0,15394.0,1669,15625,1650.0,298.0
55000,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE55000.00,OPTIDXBANKNIFTY25-09-2025PE55000.00,335.0,2991.0,82,837,2146.7,481.4
55100,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55100.00,OPTIDXBANKNIFTY31-07-2025PE55100.00,20.0,2332.0,33,45401,1101.65,37.6
55100,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55100.00,OPTIDXBANKNIFTY28-08-2025PE55100.00,6.0,462.0,0,300,0.0,309.75
55100,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE55100.00,OPTIDXBANKNIFTY25-09-2025PE55100.00,0.0,0.0,0,1,0.0,538.5
55200,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55200.00,OPTIDXBANKNIFTY31-07-2025PE55200.00,72.0,6943.0,76,62796,1010.05,45.15
55200,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55200.00,OPTIDXBANKNIFTY28-08-2025PE55200.00,8.0,0.0,29,0,1500.0,0.0
55200,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE55200.00,OPTIDXBANKNIFTY25-09-2025PE55200.00,0.0,0.0,0,1,0.0,558.9
55300,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55300.00,OPTIDXBANKNIFTY31-07-2025PE55300.00,156.0,3747.0,289,59916,938.65,53.7
55300,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE55300.00,OPTIDXBANKNIFTY25-09-2025PE55300.00,0.0,0.0,0,1,0.0,579.8
55400,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55400.00,OPTIDXBANKNIFTY31-07-2025PE55400.00,127.0,8014.0,581,91818,842.1,64.55
55400,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55400.00,OPTIDXBANKNIFTY28-08-2025PE55400.00,26.0,434.0,2,601,1660.3,393.45
55500,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55500.00,OPTIDXBANKNIFTY31-07-2025PE55500.00,1915.0,22421.0,9171,194165,754.1,78.0
55500,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55500.00,OPTIDXBANKNIFTY28-08-2025PE55500.00,636.0,6572.0,1226,9833,1278.0,425.0
55500,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE55500.00,OPTIDXBANKNIFTY25-09-2025PE55500.00,224.42857142857142,701.5714285714286,200,188,1770.7,628.35
55500,24-Dec-2025,OPTIDXBANKNIFTY24-12-2025CE55500.00,OPTIDXBANKNIFTY24-12-2025PE55500.00,0.0,505.7142857142857,0,74,0.0,908.0
55600,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55600.00,OPTIDXBANKNIFTY31-07-2025PE55600.00,358.0,4758.0,2164,83584,671.05,94.2
55600,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55600.00,OPTIDXBANKNIFTY28-08-2025PE55600.00,20.0,540.0,575,672,1219.15,443.7
55700,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55700.00,OPTIDXBANKNIFTY31-07-2025PE55700.00,460.0,6569.0,4582,110611,595.6,114.4
55700,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55700.00,OPTIDXBANKNIFTY28-08-2025PE55700.00,221.0,393.0,501,875,1150.0,485.45
55800,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55800.00,OPTIDXBANKNIFTY31-07-2025PE55800.00,885.0,6697.0,12363,123171,518.0,137.9
55800,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55800.00,OPTIDXBANKNIFTY28-08-2025PE55800.00,106.0,540.0,231,1515,1083.95,519.0
55900,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE55900.00,OPTIDXBANKNIFTY31-07-2025PE55900.00,883.0,4982.0,15608,134494,450.0,167.3
55900,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55900.00,OPTIDXBANKNIFTY28-08-2025PE55900.00,134.0,305.0,217,907,1015.8,550.0
56000,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE56000.00,OPTIDXBANKNIFTY31-07-2025PE56000.00,19141.0,35063.0,167823,529832,381.25,202.65
56000,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE56000.00,OPTIDXBANKNIFTY28-08-2025PE56000.00,4459.0,14832.0,12115,21771,955.0,589.0
56000,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE56000.00,OPTIDXBANKNIFTY25-09-2025PE56000.00,475.0,1151.0,268,544,1459.05,790.0
56100,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE56100.00,OPTIDXBANKNIFTY31-07-2025PE56100.00,5808.0,7927.0,131327,223456,321.05,246.3
56100,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE56100.00,OPTIDXBANKNIFTY28-08-2025PE56100.00,410.0,1246.0,1216,3028,893.0,622.7
56100,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE56100.00,OPTIDXBANKNIFTY25-09-2025PE56100.00,0.0,7.0,0,12,0.0,844.4
56200,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE56200.00,OPTIDXBANKNIFTY31-07-2025PE56200.00,9217.0,11411.0,175706,284245,272.3,293.4
56200,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE56200.00,OPTIDXBANKNIFTY28-08-2025PE56200.00,601.0,1168.0,2124,4227,849.45,685.0
56300,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE56300.00,OPTIDXBANKNIFTY31-07-2025PE56300.00,10930.0,10058.0,221243,301966,227.4,351.95
56300,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE56300.00,OPTIDXBANKNIFTY28-08-2025PE56300.00,785.0,596.0,2492,3007,784.7,718.25
56300,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE56300.00,OPTIDXBANKNIFTY25-09-2025PE56300.00,17.0,0.0,23,0,1329.0,0.0
56400,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE56400.00,OPTIDXBANKNIFTY31-07-2025PE56400.00,12871.0,9339.0,268403,294078,189.0,414.6
56400,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE56400.00,OPTIDXBANKNIFTY28-08-2025PE56400.00,781.0,671.0,2838,3465,730.05,758.3
56400,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE56400.00,OPTIDXBANKNIFTY25-09-2025PE56400.00,1.0,5.0,1,7,1350.0,910.0
56500,31-Jul-2025,OPTIDXBANKNIFTY31-07-2025CE56500.00,OPTIDXBANKNIFTY31-07-2025PE56500.00,32907.0,19686.0,439099,380348,158.95,480.9
56500,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE56500.00,OPTIDXBANKNIFTY28-08-2025PE56500.00,7308.0,7364.0,19921,20644,676.6,814.0
56500,25-Sep-2025,OPTIDXBANKNIFTY25-09-2025CE56500.00,OPTIDXBANKNIFTY25-09-2025PE56500.00,312.0,585.0,265,192,1179.2,1000.0
