strikePrice,expiryDate,identifier_CE,identifier_PE,CE_OI,PE_OI,CE_TotVol,PE_TotVol,CE_LTP,PE_LTP
54200,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54200.00,OPTIDXBANKNIFTY28-08-2025PE54200.00,9.0,1006.0,0,5274,0.0,171.95
54300,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54300.00,OPTIDXBANKNIFTY28-08-2025PE54300.00,103.0,784.0,1,5532,1750.0,184.05
54400,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54400.00,OPTIDXBANKNIFTY28-08-2025PE54400.00,13.0,1004.0,7,6239,1690.0,200.1
54500,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54500.00,OPTIDXBANKNIFTY28-08-2025PE54500.00,834.0,13463.0,859,29163,1594.3,215.85
54500,30-Sep-2025,OPTIDXBANKNIFTY30-09-2025CE54500.00,OPTIDXBANKNIFTY30-09-2025PE54500.00,38.0,0.0,19,0,2039.3,0.0
54600,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54600.00,OPTIDXBANKNIFTY28-08-2025PE54600.00,29.0,1104.0,26,7299,1523.55,237.6
54700,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54700.00,OPTIDXBANKNIFTY28-08-2025PE54700.00,159.0,1047.0,173,6882,1442.0,254.0
54800,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54800.00,OPTIDXBANKNIFTY28-08-2025PE54800.00,190.0,1945.0,161,10842,1367.65,277.5
54900,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE54900.00,OPTIDXBANKNIFTY28-08-2025PE54900.00,92.0,1234.0,131,7941,1292.0,300.6
55000,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55000.00,OPTIDXBANKNIFTY28-08-2025PE55000.00,5842.0,24190.0,9615,65961,1211.5,326.0
55000,30-Sep-2025,OPTIDXBANKNIFTY30-09-2025CE55000.00,OPTIDXBANKNIFTY30-09-2025PE55000.00,572.0,3677.0,314,1295,1705.95,554.75
55000,28-Oct-2025,OPTIDXBANKNIFTY28-10-2025CE55000.00,OPTIDXBANKNIFTY28-10-2025PE55000.00,10.0,162.0,15,166,2070.0,698.0
55100,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55100.00,OPTIDXBANKNIFTY28-08-2025PE55100.00,198.0,1683.0,722,13143,1145.0,352.65
55100,30-Sep-2025,OPTIDXBANKNIFTY30-09-2025CE55100.00,OPTIDXBANKNIFTY30-09-2025PE55100.00,0.0,26.0,0,68,0.0,602.15
55200,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55200.00,OPTIDXBANKNIFTY28-08-2025PE55200.00,420.0,2227.0,1561,18908,1071.6,383.0
55200,30-Sep-2025,OPTIDXBANKNIFTY30-09-2025CE55200.00,OPTIDXBANKNIFTY30-09-2025PE55200.00,0.0,21.0,0,80,0.0,626.5
55300,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55300.00,OPTIDXBANKNIFTY28-08-2025PE55300.00,428.0,1947.0,4264,20890,1002.25,416.05
55300,30-Sep-2025,OPTIDXBANKNIFTY30-09-2025CE55300.00,OPTIDXBANKNIFTY30-09-2025PE55300.00,0.0,32.0,0,40,0.0,655.2
55400,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55400.00,OPTIDXBANKNIFTY28-08-2025PE55400.00,1349.0,2816.0,11976,31843,945.0,445.8
55400,30-Sep-2025,OPTIDXBANKNIFTY30-09-2025CE55400.00,OPTIDXBANKNIFTY30-09-2025PE55400.00,22.0,35.0,46,99,1440.0,686.3
55500,28-Aug-2025,OPTIDXBANKNIFTY28-08-2025CE55500.00,OPTIDXBANKNIFTY28-08-2025PE55500.00,9681.0,18241.0,74999,117499,878.0,485.0
55500,30-Sep-2025,OPTIDXBANKNIFTY30-09-2025CE55500.00,OPTIDXBANKNIFTY30-09-2025PE55500.00,648.0,1675.5714285714287,624,975,1376.5,719.0
