strikePrice,expiryDate,identifier_CE,identifier_PE,CE_OI,PE_OI,CE_TotVol,PE_TotVol,CE_LTP,PE_LTP
23300,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23300.00,OPTIDXNIFTY31-07-2025PE23300.00,32.0,6769.0,37,111948,1480.0,0.05
23300,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23300.00,OPTIDXNIFTY07-08-2025PE23300.00,17.0,7981.0,18,37686,1490.0,3.3
23300,14-Aug-2025,OPTIDXNIFTY14-08-2025CE23300.00,OPTIDXNIFTY14-08-2025PE23300.00,0.0,68.0,0,467,0.0,7.05
23300,21-Aug-2025,OPTIDXNIFTY21-08-2025CE23300.00,OPTIDXNIFTY21-08-2025PE23300.00,0.0,1.0,0,2,0.0,13.2
23300,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23300.00,OPTIDXNIFTY28-08-2025PE23300.00,23.0,2376.0,7,4048,1570.0,17.8
23300,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23300.00,OPTIDXNIFTY25-09-2025PE23300.00,0.0,595.0,0,280,0.0,63.3
23350,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23350.00,OPTIDXNIFTY31-07-2025PE23350.00,6.0,2463.0,24,90884,1409.95,0.1
23350,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23350.00,OPTIDXNIFTY07-08-2025PE23350.00,1.0,2162.0,1,12045,1517.65,3.6
23350,14-Aug-2025,OPTIDXNIFTY14-08-2025CE23350.00,OPTIDXNIFTY14-08-2025PE23350.00,0.0,133.0,0,96,0.0,8.3
23350,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23350.00,OPTIDXNIFTY28-08-2025PE23350.00,2.0,225.0,2,153,1470.0,20.35
23350,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23350.00,OPTIDXNIFTY25-09-2025PE23350.00,0.0,470.0,0,91,0.0,67.5
23400,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23400.00,OPTIDXNIFTY31-07-2025PE23400.00,53.0,12850.0,66,210487,1361.7,0.05
23400,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23400.00,OPTIDXNIFTY07-08-2025PE23400.00,11.0,13481.0,4,82434,1590.1,3.7
23400,14-Aug-2025,OPTIDXNIFTY14-08-2025CE23400.00,OPTIDXNIFTY14-08-2025PE23400.00,0.0,408.0,0,843,0.0,9.5
23400,21-Aug-2025,OPTIDXNIFTY21-08-2025CE23400.00,OPTIDXNIFTY21-08-2025PE23400.00,0.0,68.0,0,76,0.0,17.9
23400,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23400.00,OPTIDXNIFTY28-08-2025PE23400.00,97.0,1968.0,5,2661,1495.0,21.5
23400,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23400.00,OPTIDXNIFTY25-09-2025PE23400.00,0.0,971.0,0,1314,0.0,71.75
23450,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23450.00,OPTIDXNIFTY31-07-2025PE23450.00,19.0,3935.0,25,111398,1214.1,0.05
23450,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23450.00,OPTIDXNIFTY07-08-2025PE23450.00,6.0,1501.0,2,17037,1418.45,4.15
23450,14-Aug-2025,OPTIDXNIFTY14-08-2025CE23450.00,OPTIDXNIFTY14-08-2025PE23450.00,0.0,51.0,1,41,1380.0,10.65
23450,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23450.00,OPTIDXNIFTY28-08-2025PE23450.00,9.0,217.0,2,121,1520.2,23.1
23450,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23450.00,OPTIDXNIFTY25-09-2025PE23450.00,0.0,140.0,0,156,0.0,73.85
23500,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23500.00,OPTIDXNIFTY31-07-2025PE23500.00,1815.0,52808.0,1454,602357,1270.65,0.05
23500,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23500.00,OPTIDXNIFTY07-08-2025PE23500.00,669.0,53068.0,505,219650,1292.6,4.5
23500,14-Aug-2025,OPTIDXNIFTY14-08-2025CE23500.00,OPTIDXNIFTY14-08-2025PE23500.00,47.0,3507.0,53,9683,1420.0,11.6
23500,21-Aug-2025,OPTIDXNIFTY21-08-2025CE23500.00,OPTIDXNIFTY21-08-2025PE23500.00,0.0,249.0,0,638,0.0,16.45
23500,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23500.00,OPTIDXNIFTY28-08-2025PE23500.00,4848.0,18145.0,3992,32171,1381.4,26.0
23500,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23500.00,OPTIDXNIFTY25-09-2025PE23500.00,172.0,5959.0,87,6256,1554.0,79.25
23550,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23550.00,OPTIDXNIFTY31-07-2025PE23550.00,9.0,5213.0,39,174333,1214.6,0.05
23550,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23550.00,OPTIDXNIFTY07-08-2025PE23550.00,12.0,1384.0,14,13749,1294.55,4.45
23550,14-Aug-2025,OPTIDXNIFTY14-08-2025CE23550.00,OPTIDXNIFTY14-08-2025PE23550.00,0.0,22.0,0,41,0.0,10.55
23550,21-Aug-2025,OPTIDXNIFTY21-08-2025CE23550.00,OPTIDXNIFTY21-08-2025PE23550.00,0.0,0.0,0,1,0.0,47.85
23550,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23550.00,OPTIDXNIFTY28-08-2025PE23550.00,11.0,278.0,3,166,1339.5,27.8
23550,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23550.00,OPTIDXNIFTY25-09-2025PE23550.00,1.0,118.0,0,143,0.0,82.55
