strikePrice,expiryDate,CE_OI,PE_OI,CE_TotVol,PE_TotVol
23800,25-Sep-2025,2.0,2468.0,0,517
23850,24-Jul-2025,1.0,4091.0,0,24216
23850,31-Jul-2025,20.0,2857.0,0,3202
23850,07-Aug-2025,1.0,170.0,2,71
23850,14-Aug-2025,0.0,0.0,0,0
23850,21-Aug-2025,0.0,0.0,0,0
23850,28-Aug-2025,12.0,13.0,0,0
23850,25-Sep-2025,1.0,213.0,0,20
23900,24-Jul-2025,29.0,19277.0,0,67591
23900,31-Jul-2025,595.0,5914.0,8,8405
23900,07-Aug-2025,0.0,428.0,0,252
23900,14-Aug-2025,0.0,52.0,0,0
23900,21-Aug-2025,0.0,0.0,0,0
23900,28-Aug-2025,16.0,3657.0,0,2994
23900,25-Sep-2025,1.0,1986.0,0,219
23950,24-Jul-2025,11.0,7457.0,0,25499
23950,31-Jul-2025,147.0,1223.0,0,2406
23950,07-Aug-2025,0.0,0.0,0,0
23950,14-Aug-2025,0.0,0.0,0,0
23950,21-Aug-2025,0.0,0.0,0,0
23950,28-Aug-2025,9.0,135.0,0,130
23950,25-Sep-2025,2.0,340.0,0,19
24000,24-Jul-2025,862.0,91146.0,901,266323
24000,31-Jul-2025,12390.0,46549.0,3548,48264
24000,07-Aug-2025,88.0,2201.0,23,2190
24000,14-Aug-2025,0.0,474.0,0,705
24000,21-Aug-2025,0.0,0.0,0,0
24000,28-Aug-2025,1372.0,20934.0,251,10168
24000,25-Sep-2025,4795.0,25493.0,293,4019
24000,24-Dec-2025,12264.0,41379.0,181,3799
24000,26-Mar-2026,1.0,337.0,0,95
24000,25-Jun-2026,49.0,601.0,0,2
24000,31-Dec-2026,45.0,330.0,0,1
24000,24-Jun-2027,8.0,0.0,0,0
24000,30-Dec-2027,0.0,13.0,0,0
24000,29-Jun-2028,0.0,0.0,0,0
24000,28-Dec-2028,0.0,21.0,0,0
24000,28-Jun-2029,0.0,0.3333333333333333,0,0
24000,27-Dec-2029,0.0,0.0,0,0
24000,25-Jun-2030,0.0,0.0,0,0
24050,24-Jul-2025,6.0,6682.0,23,41245
24050,31-Jul-2025,53.0,972.0,5,3678
24050,07-Aug-2025,0.0,1.0,0,0
24050,14-Aug-2025,0.0,0.0,0,0
24050,21-Aug-2025,0.0,0.0,0,0
24050,28-Aug-2025,6.0,189.0,0,42
24050,25-Sep-2025,2.0,290.0,0,17
24100,24-Jul-2025,74.0,33315.0,26,107770
24100,31-Jul-2025,329.0,9162.0,34,14989
24100,07-Aug-2025,0.0,0.0,0,0
24100,14-Aug-2025,0.0,0.0,0,0
24100,21-Aug-2025,0.0,0.0,0,0
24100,28-Aug-2025,23.0,2642.0,6,2032
24100,25-Sep-2025,2.0,4984.0,0,1635
24150,24-Jul-2025,12.0,25768.0,0,69378
24150,31-Jul-2025,9.0,1912.0,0,3031
24150,07-Aug-2025,1.0,1.0,2,0
24150,14-Aug-2025,0.0,0.0,0,0
24150,21-Aug-2025,0.0,0.0,0,0
24150,28-Aug-2025,5.0,253.0,1,67
24150,25-Sep-2025,3.0,194.0,0,32
24200,24-Jul-2025,254.0,33587.0,58,144287
24200,31-Jul-2025,527.0,14885.0,78,23384
24200,07-Aug-2025,1.0,1609.0,0,1174
24200,14-Aug-2025,0.0,0.0,0,0
24200,21-Aug-2025,0.0,0.0,0,0
24200,28-Aug-2025,101.0,5828.0,66,3485
24200,25-Sep-2025,2.0,4817.0,0,913
24250,24-Jul-2025,64.0,15084.0,64,82847
24250,31-Jul-2025,14.0,2132.0,7,6317
24250,07-Aug-2025,0.0,0.0,0,0
24250,14-Aug-2025,0.0,0.0,0,0
24250,21-Aug-2025,0.0,0.0,0,0
24250,28-Aug-2025,14.0,248.0,0,102
24250,25-Sep-2025,2.0,155.0,0,101
24300,24-Jul-2025,348.0,45288.0,462,260756
24300,31-Jul-2025,495.0,13287.0,144,23523
24300,07-Aug-2025,8.0,0.0,0,0
24300,14-Aug-2025,0.0,0.0,0,0
24300,21-Aug-2025,0.0,1.0,0,0
24300,28-Aug-2025,53.0,8931.0,9,4937
24300,25-Sep-2025,4.0,5157.0,0,394
24350,24-Jul-2025,16.0,14038.0,35,152033
24350,31-Jul-2025,26.0,2692.0,6,6857
24350,07-Aug-2025,0.0,361.0,0,447
24350,14-Aug-2025,0.0,0.0,0,0
24350,21-Aug-2025,0.0,0.0,0,0
24350,28-Aug-2025,12.0,426.0,0,155
24350,25-Sep-2025,2.0,76.0,0,9
24400,24-Jul-2025,304.0,37843.0,194,345473
24400,31-Jul-2025,404.0,14547.0,289,32469
24400,07-Aug-2025,2.0,1442.0,0,1644
24400,14-Aug-2025,1.0,1.0,0,0
24400,21-Aug-2025,0.0,0.0,0,0
24400,28-Aug-2025,130.0,3858.0,16,2575
24400,25-Sep-2025,14.0,2265.0,1,286
24450,24-Jul-2025,64.0,17909.0,88,292545
24450,31-Jul-2025,204.0,3370.0,38,7002
24450,07-Aug-2025,1.0,275.0,0,239
24450,14-Aug-2025,0.0,106.0,0,9
24450,21-Aug-2025,0.0,0.0,0,0
24450,28-Aug-2025,8.0,438.0,0,377
24450,25-Sep-2025,2.0,74.0,0,15
24500,24-Jul-2025,1534.0,79327.0,5246,577540
24500,31-Jul-2025,8581.0,49591.0,3635,61148
24500,07-Aug-2025,220.0,4226.0,156,6698
24500,14-Aug-2025,0.0,971.0,0,511
24500,21-Aug-2025,0.0,0.0,0,0
24500,28-Aug-2025,3047.0,23839.0,838,14793
24500,25-Sep-2025,461.0,7268.0,89,3162
24550,24-Jul-2025,154.0,19370.0,194,397626
24550,31-Jul-2025,118.0,3130.0,172,8173
24550,07-Aug-2025,1.0,326.0,0,222
24550,14-Aug-2025,0.0,67.0,0,13
24550,21-Aug-2025,0.0,0.0,0,0
24550,28-Aug-2025,53.0,228.0,5,172
24550,25-Sep-2025,6.0,62.0,0,6
24600,24-Jul-2025,588.0,53371.0,2293,470184
24600,31-Jul-2025,1463.0,17792.0,822,35722
24600,07-Aug-2025,107.0,1754.0,30,1595
24600,14-Aug-2025,1.0,235.0,0,113
24600,21-Aug-2025,0.0,95.0,0,82
24600,28-Aug-2025,182.0,4212.0,77,2405
24600,25-Sep-2025,13.0,1509.0,0,441
24650,24-Jul-2025,270.0,39598.0,643,333801
24650,31-Jul-2025,276.0,6316.0,191,23532
24650,07-Aug-2025,0.0,242.0,0,295
24650,14-Aug-2025,0.0,30.0,0,2
24650,21-Aug-2025,0.0,2.0,0,2
24650,28-Aug-2025,33.0,273.0,18,282
24650,25-Sep-2025,3.0,50.0,0,2
24700,24-Jul-2025,1924.0,64702.0,9837,804926
24700,31-Jul-2025,2857.0,28270.0,2029,55796
24700,07-Aug-2025,172.0,1748.0,42,2255
24700,14-Aug-2025,3.0,239.0,0,125
24700,21-Aug-2025,0.0,35.0,0,26
24700,28-Aug-2025,382.0,4216.0,78,2006
24700,25-Sep-2025,83.0,842.0,75,66
24750,24-Jul-2025,865.0,31052.0,4365,526626
24750,31-Jul-2025,476.0,6193.0,538,25439
24750,07-Aug-2025,36.0,295.0,21,252
24750,14-Aug-2025,0.0,35.0,0,9
24750,21-Aug-2025,0.0,2.0,0,2
24750,28-Aug-2025,30.0,360.0,16,180
24750,25-Sep-2025,50.0,16.0,0,3
24800,24-Jul-2025,6212.0,84274.0,62992,940752
24800,31-Jul-2025,7760.0,39487.0,7022,85329
24800,07-Aug-2025,395.0,1627.0,326,2031
24800,14-Aug-2025,5.0,313.0,0,80
24800,21-Aug-2025,0.0,43.0,0,17
24800,28-Aug-2025,668.0,5011.0,535,3032
24800,25-Sep-2025,101.0,1417.0,44,267
24850,24-Jul-2025,2509.0,38016.0,31741,611512
24850,31-Jul-2025,749.0,7336.0,1774,43439
24850,07-Aug-2025,49.0,969.0,24,327
24850,14-Aug-2025,0.0,17.0,0,10
24850,21-Aug-2025,1.0,2.0,0,0
24850,28-Aug-2025,56.0,205.0,14,150
24850,25-Sep-2025,3.0,27.0,0,12
24900,24-Jul-2025,15179.0,97204.0,209254,1406056
24900,31-Jul-2025,6838.0,26720.0,10921,104618
24900,07-Aug-2025,436.0,2016.0,334,1834
24900,14-Aug-2025,23.0,227.0,3,68
24900,21-Aug-2025,41.0,13.0,13,10
24900,28-Aug-2025,551.0,2608.0,314,3612
24900,25-Sep-2025,119.0,472.0,5,82
24950,24-Jul-2025,15046.0,52090.0,222132,1004743
24950,31-Jul-2025,2197.0,4894.0,3980,33708
24950,07-Aug-2025,169.0,385.0,103,385
24950,14-Aug-2025,2.0,34.0,0,9
24950,21-Aug-2025,0.0,4.0,0,3
24950,28-Aug-2025,79.0,257.0,19,193
24950,25-Sep-2025,5.0,130.0,1,13
25000,24-Jul-2025,78208.0,127712.0,1178461,2493050
25000,31-Jul-2025,52146.0,77038.0,78749,171976
25000,07-Aug-2025,2934.0,5315.0,4136,7568
25000,14-Aug-2025,342.0,904.0,207,345
25000,21-Aug-2025,150.0,108.0,135,182
25000,28-Aug-2025,24891.0,32426.0,7818,12601
25000,25-Sep-2025,12046.0,26282.0,1371,2291
25000,24-Dec-2025,14198.666666666666,32104.333333333332,591,1877
25000,26-Mar-2026,26.0,490.0,6,88
25000,25-Jun-2026,12.0,135.0,0,20
25000,31-Dec-2026,334.3333333333333,646.6666666666666,16,19
25000,24-Jun-2027,0.0,0.0,0,0
25000,30-Dec-2027,1.0,3.0,0,0
25000,29-Jun-2028,0.0,0.0,0,0
25000,28-Dec-2028,0.0,39.333333333333336,0,2
25000,28-Jun-2029,0.0,0.0,0,0
25000,27-Dec-2029,0.0,0.0,0,0
25000,25-Jun-2030,0.0,0.0,0,0
25050,24-Jul-2025,64507.0,71516.0,1285760,2004951
25050,31-Jul-2025,5639.0,4982.0,22220,29412
25050,07-Aug-2025,395.0,569.0,533,690
25050,14-Aug-2025,29.0,38.0,17,24
