strikePrice,expiryDate,identifier_CE,identifier_PE,CE_OI,PE_OI,CE_TotVol,PE_TotVol,CE_LTP,PE_LTP
23600,24-Jul-2025,OPTIDXNIFTY24-07-2025CE23600.00,OPTIDXNIFTY24-07-2025PE23600.00,10.0,6121.0,2,27144,1455.0,0.05
23600,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23600.00,OPTIDXNIFTY31-07-2025PE23600.00,200.0,12755.0,11,38364,1486.5,1.9
23600,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23600.00,OPTIDXNIFTY07-08-2025PE23600.00,0.0,575.0,0,757,0.0,5.4
23600,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23600.00,OPTIDXNIFTY28-08-2025PE23600.00,18.0,1791.0,9,347,1630.0,24.5
23600,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23600.00,OPTIDXNIFTY25-09-2025PE23600.00,0.0,224.0,0,88,0.0,62.5
23650,24-Jul-2025,OPTIDXNIFTY24-07-2025CE23650.00,OPTIDXNIFTY24-07-2025PE23650.00,1.0,3192.0,0,22044,0.0,0.05
23650,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23650.00,OPTIDXNIFTY31-07-2025PE23650.00,33.0,1175.0,4,3031,1454.9,2.1
23650,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23650.00,OPTIDXNIFTY07-08-2025PE23650.00,0.0,259.0,0,64,0.0,6.45
23650,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23650.00,OPTIDXNIFTY28-08-2025PE23650.00,8.0,174.0,2,0,1578.4,0.0
23650,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23650.00,OPTIDXNIFTY25-09-2025PE23650.00,0.0,377.0,0,38,0.0,65.3
23700,24-Jul-2025,OPTIDXNIFTY24-07-2025CE23700.00,OPTIDXNIFTY24-07-2025PE23700.00,12.0,8351.0,45,41242,1371.95,0.05
23700,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23700.00,OPTIDXNIFTY31-07-2025PE23700.00,162.0,12489.0,48,40153,1383.0,2.2
23700,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23700.00,OPTIDXNIFTY07-08-2025PE23700.00,0.0,669.0,0,656,0.0,6.65
23700,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23700.00,OPTIDXNIFTY28-08-2025PE23700.00,17.0,2118.0,1,2873,1518.55,28.5
23700,25-Sep-2025,OPTIDXNIFTY25-09-2025CE23700.00,OPTIDXNIFTY25-09-2025PE23700.00,1.0,992.0,0,163,0.0,69.65
23750,24-Jul-2025,OPTIDXNIFTY24-07-2025CE23750.00,OPTIDXNIFTY24-07-2025PE23750.00,2.0,4101.0,7,26177,1323.2,0.1
23750,31-Jul-2025,OPTIDXNIFTY31-07-2025CE23750.00,OPTIDXNIFTY31-07-2025PE23750.00,43.0,4316.0,4,9217,1352.0,2.65
23750,07-Aug-2025,OPTIDXNIFTY07-08-2025CE23750.00,OPTIDXNIFTY07-08-2025PE23750.00,1.0,2.0,1,4,1387.2,8.0
23750,28-Aug-2025,OPTIDXNIFTY28-08-2025CE23750.00,OPTIDXNIFTY28-08-2025PE23750.00,15.0,17.0,1,0,1471.5,0.0
