strikePrice,expiryDate,PE,CE
40500,25-Sep-2025,"{'strikePrice': 40500, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025PE40500.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6615, 'totalSellQuantity': 0, 'bidQty': 910, 'bidprice': 2.15, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 56932.95}","{'strikePrice': 40500, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025CE40500.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1785, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 15607.85, 'askQty': 595, 'askPrice': 18197.85, 'underlyingValue': 56932.95}"
42000,25-Sep-2025,"{'strikePrice': 42000, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025PE42000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 6965, 'totalSellQuantity': 315, 'bidQty': 350, 'bidprice': 3.15, 'askQty': 315, 'askPrice': 20, 'underlyingValue': 56932.95}","{'strikePrice': 42000, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025CE42000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1785, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 14248.25, 'askQty': 595, 'askPrice': 15902.85, 'underlyingValue': 56932.95}"
43500,25-Sep-2025,"{'strikePrice': 43500, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025PE43500.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7210, 'totalSellQuantity': 0, 'bidQty': 595, 'bidprice': 4.25, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 56932.95}","{'strikePrice': 43500, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025CE43500.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1785, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 12788.55, 'askQty': 595, 'askPrice': 14394.35, 'underlyingValue': 56932.95}"
43500,24-Dec-2025,"{'strikePrice': 43500, 'expiryDate': '24-Dec-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY24-12-2025PE43500.00', 'openInterest': 13.857142857142858, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 735, 'totalSellQuantity': 0, 'bidQty': 35, 'bidprice': 15, 'askQty': 0, 'askPrice': 0, 'underlyingValue': 56932.95}",
45000,25-Sep-2025,"{'strikePrice': 45000, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025PE45000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 7210, 'totalSellQuantity': 420, 'bidQty': 595, 'bidprice': 6.75, 'askQty': 350, 'askPrice': 20, 'underlyingValue': 56932.95}","{'strikePrice': 45000, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025CE45000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1785, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 11362.35, 'askQty': 595, 'askPrice': 12848.5, 'underlyingValue': 56932.95}"
46000,31-Jul-2025,"{'strikePrice': 46000, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE46000.00', 'openInterest': 18968, 'changeinOpenInterest': -1777, 'pchangeinOpenInterest': -8.56591949867438, 'totalTradedVolume': 15187, 'impliedVolatility': 46.06, 'lastPrice': 2.7, 'change': -1.0499999999999998, 'pChange': -27.999999999999996, 'totalBuyQuantity': 137375, 'totalSellQuantity': 46690, 'bidQty': 490, 'bidprice': 2.7, 'askQty': 210, 'askPrice': 2.75, 'underlyingValue': 56932.95}","{'strikePrice': 46000, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE46000.00', 'openInterest': 2050, 'changeinOpenInterest': -17, 'pchangeinOpenInterest': -0.822447992259313, 'totalTradedVolume': 29, 'impliedVolatility': 0, 'lastPrice': 10870, 'change': 492.2000000000007, 'pChange': 4.742816396538773, 'totalBuyQuantity': 3570, 'totalSellQuantity': 3080, 'bidQty': 210, 'bidprice': 10915.45, 'askQty': 35, 'askPrice': 11002.75, 'underlyingValue': 56932.95}"
46500,31-Jul-2025,"{'strikePrice': 46500, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE46500.00', 'openInterest': 713, 'changeinOpenInterest': 93, 'pchangeinOpenInterest': 15, 'totalTradedVolume': 2445, 'impliedVolatility': 43.86, 'lastPrice': 2.55, 'change': -1.2000000000000002, 'pChange': -32.00000000000001, 'totalBuyQuantity': 27160, 'totalSellQuantity': 20860, 'bidQty': 245, 'bidprice': 2.55, 'askQty': 210, 'askPrice': 2.6, 'underlyingValue': 56932.95}","{'strikePrice': 46500, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE46500.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3150, 'totalSellQuantity': 3150, 'bidQty': 35, 'bidprice': 10328.45, 'askQty': 35, 'askPrice': 10499.45, 'underlyingValue': 56932.95}"
46500,25-Sep-2025,"{'strikePrice': 46500, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025PE46500.00', 'openInterest': 24, 'changeinOpenInterest': 2, 'pchangeinOpenInterest': 9.090909090909092, 'totalTradedVolume': 8, 'impliedVolatility': 23.45, 'lastPrice': 24, 'change': -1, 'pChange': -4, 'totalBuyQuantity': 6755, 'totalSellQuantity': 2870, 'bidQty': 35, 'bidprice': 21.25, 'askQty': 70, 'askPrice': 24.9, 'underlyingValue': 56932.95}","{'strikePrice': 46500, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025CE46500.00', 'openInterest': 5, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1785, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 9945, 'askQty': 595, 'askPrice': 11196.3, 'underlyingValue': 56932.95}"
47000,31-Jul-2025,"{'strikePrice': 47000, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE47000.00', 'openInterest': 849, 'changeinOpenInterest': 32, 'pchangeinOpenInterest': 3.916768665850673, 'totalTradedVolume': 2863, 'impliedVolatility': 41.61, 'lastPrice': 2.45, 'change': -1.25, 'pChange': -33.78378378378378, 'totalBuyQuantity': 25830, 'totalSellQuantity': 22015, 'bidQty': 245, 'bidprice': 2.45, 'askQty': 35, 'askPrice': 2.85, 'underlyingValue': 56932.95}","{'strikePrice': 47000, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE47000.00', 'openInterest': 247, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3150, 'totalSellQuantity': 3150, 'bidQty': 70, 'bidprice': 9889.85, 'askQty': 35, 'askPrice': 9998.15, 'underlyingValue': 56932.95}"
47500,31-Jul-2025,"{'strikePrice': 47500, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE47500.00', 'openInterest': 384, 'changeinOpenInterest': 78, 'pchangeinOpenInterest': 25.49019607843137, 'totalTradedVolume': 697, 'impliedVolatility': 39.9, 'lastPrice': 2.95, 'change': -1, 'pChange': -25.316455696202528, 'totalBuyQuantity': 21280, 'totalSellQuantity': 17605, 'bidQty': 35, 'bidprice': 2.65, 'askQty': 35, 'askPrice': 3.35, 'underlyingValue': 56932.95}","{'strikePrice': 47500, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE47500.00', 'openInterest': 1, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3745, 'totalSellQuantity': 3150, 'bidQty': 35, 'bidprice': 9374.75, 'askQty': 35, 'askPrice': 9501.5, 'underlyingValue': 56932.95}"
48000,31-Jul-2025,"{'strikePrice': 48000, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE48000.00', 'openInterest': 4469, 'changeinOpenInterest': -271, 'pchangeinOpenInterest': -5.717299578059071, 'totalTradedVolume': 2797, 'impliedVolatility': 37.89, 'lastPrice': 2.85, 'change': -1.1, 'pChange': -27.848101265822784, 'totalBuyQuantity': 110110, 'totalSellQuantity': 29925, 'bidQty': 8260, 'bidprice': 2.8, 'askQty': 35, 'askPrice': 2.9, 'underlyingValue': 56932.95}","{'strikePrice': 48000, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE48000.00', 'openInterest': 412, 'changeinOpenInterest': -2, 'pchangeinOpenInterest': -0.4830917874396135, 'totalTradedVolume': 6, 'impliedVolatility': 0, 'lastPrice': 8870, 'change': 485, 'pChange': 5.784138342277878, 'totalBuyQuantity': 3885, 'totalSellQuantity': 3115, 'bidQty': 70, 'bidprice': 8910.5, 'askQty': 35, 'askPrice': 8996.2, 'underlyingValue': 56932.95}"
48000,28-Aug-2025,"{'strikePrice': 48000, 'expiryDate': '28-Aug-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY28-08-2025PE48000.00', 'openInterest': 514, 'changeinOpenInterest': 102, 'pchangeinOpenInterest': 24.75728155339806, 'totalTradedVolume': 292, 'impliedVolatility': 23.82, 'lastPrice': 12.4, 'change': -3.3499999999999996, 'pChange': -21.269841269841265, 'totalBuyQuantity': 17640, 'totalSellQuantity': 2415, 'bidQty': 350, 'bidprice': 11.35, 'askQty': 70, 'askPrice': 12.4, 'underlyingValue': 56932.95}","{'strikePrice': 48000, 'expiryDate': '28-Aug-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY28-08-2025CE48000.00', 'openInterest': 16, 'changeinOpenInterest': 3, 'pchangeinOpenInterest': 23.076923076923077, 'totalTradedVolume': 4, 'impliedVolatility': 0, 'lastPrice': 9144.95, 'change': 644.9500000000007, 'pChange': 7.587647058823538, 'totalBuyQuantity': 2415, 'totalSellQuantity': 1855, 'bidQty': 595, 'bidprice': 8455.7, 'askQty': 35, 'askPrice': 9145, 'underlyingValue': 56932.95}"
48000,25-Sep-2025,"{'strikePrice': 48000, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025PE48000.00', 'openInterest': 2093.714285714286, 'changeinOpenInterest': 11, 'pchangeinOpenInterest': 0.5281569380615955, 'totalTradedVolume': 97, 'impliedVolatility': 21.25, 'lastPrice': 31.15, 'change': -10.800000000000004, 'pChange': -25.74493444576878, 'totalBuyQuantity': 7210, 'totalSellQuantity': 2975, 'bidQty': 70, 'bidprice': 31.2, 'askQty': 70, 'askPrice': 32, 'underlyingValue': 56932.95}","{'strikePrice': 48000, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025CE48000.00', 'openInterest': 143.71428571428572, 'changeinOpenInterest': 16, 'pchangeinOpenInterest': 12.527964205816556, 'totalTradedVolume': 20, 'impliedVolatility': 0, 'lastPrice': 9300, 'change': 500, 'pChange': 5.681818181818182, 'totalBuyQuantity': 2380, 'totalSellQuantity': 1855, 'bidQty': 595, 'bidprice': 8328.65, 'askQty': 70, 'askPrice': 9300, 'underlyingValue': 56932.95}"
48500,31-Jul-2025,"{'strikePrice': 48500, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE48500.00', 'openInterest': 1391, 'changeinOpenInterest': 112, 'pchangeinOpenInterest': 8.75684128225176, 'totalTradedVolume': 1140, 'impliedVolatility': 36.42, 'lastPrice': 3, 'change': -1.0999999999999996, 'pChange': -26.829268292682922, 'totalBuyQuantity': 23380, 'totalSellQuantity': 55055, 'bidQty': 525, 'bidprice': 3, 'askQty': 35, 'askPrice': 3.25, 'underlyingValue': 56932.95}","{'strikePrice': 48500, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE48500.00', 'openInterest': 34, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 3745, 'totalSellQuantity': 3115, 'bidQty': 35, 'bidprice': 8389.3, 'askQty': 35, 'askPrice': 8500.4, 'underlyingValue': 56932.95}"
48500,28-Aug-2025,"{'strikePrice': 48500, 'expiryDate': '28-Aug-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY28-08-2025PE48500.00', 'openInterest': 41, 'changeinOpenInterest': -11, 'pchangeinOpenInterest': -21.153846153846153, 'totalTradedVolume': 38, 'impliedVolatility': 22.7, 'lastPrice': 12.8, 'change': -4.899999999999999, 'pChange': -27.683615819209034, 'totalBuyQuantity': 15225, 'totalSellQuantity': 1680, 'bidQty': 35, 'bidprice': 12.4, 'askQty': 35, 'askPrice': 14, 'underlyingValue': 56932.95}","{'strikePrice': 48500, 'expiryDate': '28-Aug-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY28-08-2025CE48500.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2380, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 7902.85, 'askQty': 595, 'askPrice': 8832.6, 'underlyingValue': 56932.95}"
48600,31-Jul-2025,"{'strikePrice': 48600, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE48600.00', 'openInterest': 86, 'changeinOpenInterest': -7, 'pchangeinOpenInterest': -7.526881720430108, 'totalTradedVolume': 90, 'impliedVolatility': 36.63, 'lastPrice': 3.9, 'change': -0.8500000000000001, 'pChange': -17.894736842105267, 'totalBuyQuantity': 13755, 'totalSellQuantity': 17325, 'bidQty': 245, 'bidprice': 2.5, 'askQty': 105, 'askPrice': 3.9, 'underlyingValue': 56932.95}","{'strikePrice': 48600, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE48600.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2380, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 7920.2, 'askQty': 595, 'askPrice': 8487.3, 'underlyingValue': 56932.95}"
48700,31-Jul-2025,"{'strikePrice': 48700, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE48700.00', 'openInterest': 111, 'changeinOpenInterest': 22, 'pchangeinOpenInterest': 24.719101123595507, 'totalTradedVolume': 230, 'impliedVolatility': 35.42, 'lastPrice': 3.15, 'change': -1.0000000000000004, 'pChange': -24.096385542168683, 'totalBuyQuantity': 11620, 'totalSellQuantity': 12600, 'bidQty': 2800, 'bidprice': 2.2, 'askQty': 35, 'askPrice': 5, 'underlyingValue': 56932.95}","{'strikePrice': 48700, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE48700.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2380, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 7806.5, 'askQty': 595, 'askPrice': 8591.65, 'underlyingValue': 56932.95}"
48800,31-Jul-2025,"{'strikePrice': 48800, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE48800.00', 'openInterest': 233, 'changeinOpenInterest': 98, 'pchangeinOpenInterest': 72.5925925925926, 'totalTradedVolume': 582, 'impliedVolatility': 35.43, 'lastPrice': 3.55, 'change': -0.5499999999999998, 'pChange': -13.414634146341461, 'totalBuyQuantity': 15050, 'totalSellQuantity': 18480, 'bidQty': 595, 'bidprice': 3.1, 'askQty': 35, 'askPrice': 4.15, 'underlyingValue': 56932.95}","{'strikePrice': 48800, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE48800.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2380, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 7707.75, 'askQty': 595, 'askPrice': 8286.45, 'underlyingValue': 56932.95}"
48900,31-Jul-2025,"{'strikePrice': 48900, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE48900.00', 'openInterest': 87, 'changeinOpenInterest': 14, 'pchangeinOpenInterest': 19.17808219178082, 'totalTradedVolume': 87, 'impliedVolatility': 34.81, 'lastPrice': 3.35, 'change': -0.7499999999999996, 'pChange': -18.292682926829258, 'totalBuyQuantity': 13440, 'totalSellQuantity': 12810, 'bidQty': 140, 'bidprice': 2.6, 'askQty': 35, 'askPrice': 5.25, 'underlyingValue': 56932.95}","{'strikePrice': 48900, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE48900.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2380, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 7613.8, 'askQty': 595, 'askPrice': 8400.85, 'underlyingValue': 56932.95}"
49000,31-Jul-2025,"{'strikePrice': 49000, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE49000.00', 'openInterest': 3098, 'changeinOpenInterest': 71, 'pchangeinOpenInterest': 2.345556656755864, 'totalTradedVolume': 1967, 'impliedVolatility': 34.12, 'lastPrice': 3.45, 'change': -0.7999999999999998, 'pChange': -18.823529411764703, 'totalBuyQuantity': 107345, 'totalSellQuantity': 22890, 'bidQty': 525, 'bidprice': 3, 'askQty': 35, 'askPrice': 3.9, 'underlyingValue': 56932.95}","{'strikePrice': 49000, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE49000.00', 'openInterest': 967, 'changeinOpenInterest': 3, 'pchangeinOpenInterest': 0.3112033195020747, 'totalTradedVolume': 8, 'impliedVolatility': 0, 'lastPrice': 7975.7, 'change': 598.9499999999998, 'pChange': 8.119429287965566, 'totalBuyQuantity': 4060, 'totalSellQuantity': 3815, 'bidQty': 35, 'bidprice': 7931.95, 'askQty': 70, 'askPrice': 7987.15, 'underlyingValue': 56932.95}"
49000,28-Aug-2025,"{'strikePrice': 49000, 'expiryDate': '28-Aug-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY28-08-2025PE49000.00', 'openInterest': 992, 'changeinOpenInterest': -197, 'pchangeinOpenInterest': -16.568544995794785, 'totalTradedVolume': 579, 'impliedVolatility': 21.99, 'lastPrice': 15.25, 'change': -5.050000000000001, 'pChange': -24.8768472906404, 'totalBuyQuantity': 12495, 'totalSellQuantity': 2520, 'bidQty': 175, 'bidprice': 15.25, 'askQty': 35, 'askPrice': 16.25, 'underlyingValue': 56932.95}","{'strikePrice': 49000, 'expiryDate': '28-Aug-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY28-08-2025CE49000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 1, 'impliedVolatility': 0, 'lastPrice': 7900, 'change': 369.14999999999964, 'pChange': 4.901837110020776, 'totalBuyQuantity': 2450, 'totalSellQuantity': 1785, 'bidQty': 35, 'bidprice': 7845.1, 'askQty': 595, 'askPrice': 8295.75, 'underlyingValue': 56932.95}"
49000,25-Sep-2025,"{'strikePrice': 49000, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025PE49000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1680, 'totalSellQuantity': 1085, 'bidQty': 35, 'bidprice': 32.5, 'askQty': 35, 'askPrice': 37, 'underlyingValue': 56932.95}","{'strikePrice': 49000, 'expiryDate': '25-Sep-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY25-09-2025CE49000.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 1785, 'totalSellQuantity': 1785, 'bidQty': 595, 'bidprice': 7393.7, 'askQty': 595, 'askPrice': 8835.95, 'underlyingValue': 56932.95}"
49100,31-Jul-2025,"{'strikePrice': 49100, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE49100.00', 'openInterest': 120, 'changeinOpenInterest': 39, 'pchangeinOpenInterest': 48.148148148148145, 'totalTradedVolume': 99, 'impliedVolatility': 0, 'lastPrice': 4.05, 'change': -0.7000000000000002, 'pChange': -14.736842105263163, 'totalBuyQuantity': 13440, 'totalSellQuantity': 15365, 'bidQty': 140, 'bidprice': 2.65, 'askQty': 70, 'askPrice': 5, 'underlyingValue': 56932.95}","{'strikePrice': 49100, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE49100.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2380, 'totalSellQuantity': 2380, 'bidQty': 595, 'bidprice': 7465.1, 'askQty': 595, 'askPrice': 7988.8, 'underlyingValue': 56932.95}"
49200,31-Jul-2025,"{'strikePrice': 49200, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025PE49200.00', 'openInterest': 66, 'changeinOpenInterest': 4, 'pchangeinOpenInterest': 6.451612903225806, 'totalTradedVolume': 120, 'impliedVolatility': 34.75, 'lastPrice': 4.65, 'change': 0.3000000000000007, 'pChange': 6.8965517241379475, 'totalBuyQuantity': 13860, 'totalSellQuantity': 19670, 'bidQty': 1120, 'bidprice': 2.5, 'askQty': 595, 'askPrice': 6.65, 'underlyingValue': 56932.95}","{'strikePrice': 49200, 'expiryDate': '31-Jul-2025', 'underlying': 'BANKNIFTY', 'identifier': 'OPTIDXBANKNIFTY31-07-2025CE49200.00', 'openInterest': 0, 'changeinOpenInterest': 0, 'pchangeinOpenInterest': 0, 'totalTradedVolume': 0, 'impliedVolatility': 0, 'lastPrice': 0, 'change': 0, 'pChange': 0, 'totalBuyQuantity': 2380, 'totalSellQuantity': 2380, 'bidQty': 595, 'bidprice': 7354.7, 'askQty': 595, 'askPrice': 7883.15, 'underlyingValue': 56932.95}"
